no	effector	l1	l2	p.value
"3798"	"hopAR"	-72.990154	-66.985394	12.00952	0.0172806123028736
"3799"	"hopAS"	-56.806437	-54.935022	3.74283	0.441927224740271
"3800"	"hopAT"	-77.775445	-75.759368	4.032154	0.401671768688865
"3801"	"hopAU"	-50.368054	-49.582127	1.571854	0.813841709599156
"3802"	"hopAV"	-67.008293	-64.487394	5.041798	0.283035585544314
"3803"	"hopAW"	-57.535763	-55.980881	3.109764	0.539627624603493
"3804"	"hopAX"	-48.062667	-47.244978	1.635378	0.802420025224589
"3805"	"hopAY"	-99.399526	-96.500896	5.79726	0.214809263603922
"3806"	"hopAZ"	-97.305653	-96.381305	1.848696	0.763562123477242
"3807"	"hopBA"	-56.758852	-55.31999	2.877724	0.578492056911481
"3808"	"hopBB"	-76.42517	-71.550965	9.74841	0.0448857786492154
"3809"	"hopBC"	-55.903204	-54.449146	2.908116	0.573317841350131
"3810"	"hopBD"	-75.964314	-72.744498	6.439632	0.168634019934446
"3811"	"hopBE"	-48.565279	-46.056483	5.017592	0.285497204562142
"3812"	"hopBF"	-84.05626	-69.088117	29.936286	5.0428088225332e-06
"3813"	"hopBG"	-39.624522	-39.172301	0.904442	0.923922679235909
"3814"	"hopBH"	-43.955988	-43.326425	1.259126	0.86827124466375
"3815"	"hopBI"	-55.395777	-54.065571	2.660412	0.616159559200651
"3816"	"hopBJ"	-35.048631	-34.983433	0.130396	0.997964771266576
"3817"	"hopBK"	-49.271546	-48.629337	1.284418	0.86401364863689
"3818"	"hopBL"	-56.57954	-54.644944	3.869192	0.423998142244977
"3819"	"hopB"	-58.450129	-57.284723	2.330812	0.675165031245497
"3820"	"hopC"	-57.268023	-55.133274	4.269498	0.370760160560715
"3821"	"hopD"	-72.281583	-69.573832	5.415502	0.247257368610921
"3822"	"hopE"	-63.300446	-62.992236	0.61642	0.961221690421233
"3823"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"3824"	"hopG"	-67.677583	-63.868611	7.617944	0.106619521005373
"3825"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"3826"	"hopI"	-46.891243	-46.268052	1.246382	0.870404672138089
"3827"	"hopK"	-39.664812	-39.434732	0.46016	0.977261709703204
"3828"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"3829"	"hopN"	-51.850712	-51.206209	1.289006	0.863238047195251
"3830"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"3831"	"hopQ"	-71.010277	-68.336066	5.348422	0.253378063308887
"3832"	"hopR"	-71.972372	-69.090279	5.764186	0.217464739504436
"3833"	"hopS"	-42.011965	-41.853932	0.316066	0.988753595155284
"3834"	"hopT"	-62.52055	-60.385793	4.269514	0.370758140677913
"3835"	"hopU"	-41.658934	-41.038071	1.241726	0.871182080309663
"3836"	"hopV"	-58.191609	-54.79192	6.799378	0.1468776805948
"3837"	"hopW"	-71.067845	-68.617162	4.901366	0.297568503232678
"3838"	"hopX"	-105.17302	-104.577067	1.191906	0.879429435952242
"3839"	"hopY"	-37.629785	-37.649489	-0.039408	1
"3840"	"hopZ"	-96.858463	-93.730682	6.255562	0.18085837265005
"3841"	"avrA"	-54.343394	-51.61978	5.447228	0.24440727192228
"3842"	"avrB"	-91.525608	-87.143625	8.763966	0.067277723077459
"3843"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"3844"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"3845"	"avrPto"	-86.887975	-81.701284	10.373382	0.0345865421380791
"3846"	"avrRpm"	-80.74256	-78.98006	3.525	0.474087235464531
"3847"	"avrRps4"	-76.409386	-73.466793	5.885186	0.207888298218005
"3848"	"avrRpt2"	-50.977588	-50.361534	1.232108	0.872784481619084
"3849"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"3850"	"hopAA"	-76.032166	-74.087888	3.888556	0.42129820347676
"3851"	"hopAB"	-86.238309	-78.605387	15.265844	0.00418043920129376
"3852"	"hopAD"	-39.664812	-39.435273	0.459078	0.977360510444803
"3853"	"hopAE"	-79.711518	-76.377805	6.667426	0.154542163083197
"3854"	"hopAF"	-100.815911	-101.495809	-1.359796	1
"3855"	"hopAG"	-66.818747	-64.608516	4.420462	0.352083081998181
"3856"	"hopAH"	-55.769689	-53.977856	3.583666	0.465271286985265
"3857"	"hopAI"	-60.369009	-58.169084	4.39985	0.35458838965456
"3858"	"hopAL"	-53.692517	-51.725258	3.934518	0.414940406051557
"3859"	"hopAM"	-52.902758	-51.801588	2.20234	0.698600893544529
"3860"	"hopAO"	-69.468744	-66.757413	5.422662	0.246611654749236
"3861"	"hopAQ"	-39.664812	-39.433191	0.463242	0.976979302330406
"3862"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"3863"	"hopAS"	-56.806437	-54.968614	3.675646	0.451677978016168
"3864"	"hopAT"	-77.775445	-75.741863	4.067164	0.396992495902129
"3865"	"hopAU"	-50.368897	-49.566803	1.604188	0.80803922333127
"3866"	"hopAV"	-67.008293	-64.477881	5.060824	0.281113318576398
"3867"	"hopAW"	-57.535763	-55.983872	3.103782	0.540610432659699
"3868"	"hopAX"	-48.062667	-47.244043	1.637248	0.802082483768277
"3869"	"hopAY"	-99.399526	-96.501379	5.796294	0.214886416031928
"3870"	"hopAZ"	-97.305653	-96.223468	2.16437	0.705557381214847
"3871"	"hopBA"	-56.758852	-55.319879	2.877946	0.578454173860974
"3872"	"hopBB"	-76.42517	-71.576647	9.697046	0.0458521197409379
"3873"	"hopBC"	-55.903204	-54.451446	2.903516	0.574099425939866
"3874"	"hopBD"	-75.964314	-72.742045	6.444538	0.168318655247903
"3875"	"hopBE"	-48.556633	-46.002258	5.10875	0.276319973380077
"3876"	"hopBF"	-84.05626	-69.144351	29.823818	5.31572484933614e-06
"3877"	"hopBG"	-39.624522	-39.175214	0.898616	0.924759293235666
"3878"	"hopBH"	-43.955988	-43.324066	1.263844	0.867479378419594
"3879"	"hopBI"	-55.395777	-54.04924	2.693074	0.610427116587831
"3880"	"hopBJ"	-35.020664	-34.972933	0.095462	0.998896482885063
"3881"	"hopBK"	-49.271546	-48.632742	1.277608	0.865163050174528
"3882"	"hopBL"	-56.57954	-54.623335	3.91241	0.417989632730515
"3883"	"hopB"	-58.450129	-57.273455	2.353348	0.671073925250505
"3884"	"hopC"	-57.268023	-55.121083	4.29388	0.367692073502444
"3885"	"hopD"	-72.281583	-69.506157	5.550852	0.235295578111029
"3886"	"hopE"	-63.300446	-62.783498	1.033896	0.904613427562918
"3887"	"hopF"	-78.609322	-74.585761	8.047122	0.0898672268421099
"3888"	"hopG"	-67.677583	-65.619389	4.116388	0.390483542862526
"3889"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"3890"	"hopI"	-46.891243	-46.266408	1.24967	0.869855017445282
"3891"	"hopK"	-39.664812	-39.428574	0.472476	0.9761245354939
"3892"	"hopM"	-74.737348	-71.215506	7.043684	0.133597655451866
"3893"	"hopN"	-51.850712	-51.206194	1.289036	0.863232972454013
"3894"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"3895"	"hopQ"	-71.010277	-68.281483	5.457588	0.2434827592125
"3896"	"hopR"	-71.972372	-69.076514	5.791716	0.215252383509111
"3897"	"hopS"	-42.011965	-41.854587	0.314756	0.988841821324095
"3898"	"hopT"	-62.52055	-60.386266	4.268568	0.370877581008421
"3899"	"hopU"	-41.658934	-40.99702	1.323828	0.857319986901839
"3900"	"hopV"	-58.191609	-54.75839	6.866438	0.143116965392266
"3901"	"hopW"	-71.067845	-69.438799	3.258092	0.515599510520002
"3902"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"3903"	"hopY"	-37.62665	-37.614672	0.023956	0.999928834030959
"3904"	"hopZ"	-96.858463	-93.402476	6.911974	0.140613763278105
"3905"	"avrA"	-54.343394	-51.54395	5.598888	0.231172924001438
"3906"	"avrB"	-91.525608	-87.140352	8.770512	0.0670986636459738
"3907"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"3908"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"3909"	"avrPto"	-86.887975	-81.617396	10.541158	0.0322347471205921
"3910"	"avrRpm"	-80.74256	-78.981862	3.521396	0.474632502331608
"3911"	"avrRps4"	-76.409386	-73.466811	5.88515	0.207891091105108
"3912"	"avrRpt2"	-50.977588	-50.370167	1.214842	0.875648986480316
"3913"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"3914"	"hopAA"	-76.032166	-74.087889	3.888554	0.421298481684533
"3915"	"hopAB"	-86.238309	-78.523347	15.429924	0.00388776560362079
"3916"	"hopAD"	-39.664812	-39.440618	0.448388	0.978326977759138
"3917"	"hopAE"	-79.711518	-76.377642	6.667752	0.154522786469759
"3918"	"hopAF"	-100.815911	-101.416023	-1.200224	1
"3919"	"hopAG"	-66.818747	-64.505201	4.627092	0.32774248523409
"3920"	"hopAH"	-55.769689	-53.954139	3.6311	0.458226179250014
"3921"	"hopAI"	-60.369009	-58.108171	4.521676	0.33998499916789
"3922"	"hopAL"	-53.692517	-51.67241	4.040214	0.400590833164319
"3923"	"hopAM"	-52.902758	-51.795642	2.214232	0.696424554782852
"3924"	"hopAO"	-69.468744	-66.611328	5.714832	0.221481000268828
"3925"	"hopAQ"	-39.664812	-39.429165	0.471294	0.976234670425049
"3926"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"3927"	"hopAS"	-56.806437	-54.960572	3.69173	0.449329891329209
"3928"	"hopAT"	-77.775445	-75.785056	3.980778	0.408613515025358
"3929"	"hopAU"	-50.368147	-49.558659	1.618976	0.8053775803103
"3930"	"hopAV"	-67.008293	-64.477828	5.06093	0.281102639930665
"3931"	"hopAW"	-57.535763	-55.975105	3.121316	0.537732667278758
"3932"	"hopAX"	-48.062667	-47.244932	1.63547	0.802403420549065
"3933"	"hopAY"	-99.399526	-96.500683	5.797686	0.214775247616966
"3934"	"hopAZ"	-97.305653	-96.461951	1.687404	0.793004412435635
"3935"	"hopBA"	-56.758852	-55.319982	2.87774	0.578489326558645
"3936"	"hopBB"	-76.42517	-71.523236	9.803868	0.0438643261163958
"3937"	"hopBC"	-55.903204	-54.451219	2.90397	0.574022262024476
"3938"	"hopBD"	-75.964314	-72.705966	6.516696	0.163741435461913
"3939"	"hopBE"	-48.559344	-46.091818	4.935052	0.29402672082202
"3940"	"hopBF"	-84.05626	-69.120668	29.871184	5.19903824745529e-06
"3941"	"hopBG"	-39.624522	-39.164436	0.920172	0.921649147598576
"3942"	"hopBH"	-43.955988	-43.323733	1.26451	0.867367509467349
"3943"	"hopBI"	-55.395777	-54.069573	2.652408	0.617567907086508
"3944"	"hopBJ"	-35.010058	-34.985354	0.049408	0.999699835455846
"3945"	"hopBK"	-49.271546	-48.612186	1.31872	0.85819149724025
"3946"	"hopBL"	-56.57954	-54.559497	4.040086	0.400607982213364
"3947"	"hopB"	-58.450129	-57.281979	2.3363	0.674168141807975
"3948"	"hopC"	-57.268023	-55.126767	4.282512	0.369120075484377
"3949"	"hopD"	-72.281583	-69.561705	5.439756	0.245075947187955
"3950"	"hopE"	-63.300446	-62.992242	0.616408	0.961223049176214
"3951"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"3952"	"hopG"	-67.677583	-65.554164	4.246838	0.373629443752437
"3953"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"3954"	"hopI"	-46.891243	-46.264428	1.25363	0.869192304279798
"3955"	"hopK"	-39.664812	-39.430901	0.467822	0.976556959315376
"3956"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"3957"	"hopN"	-51.850712	-51.206219	1.288986	0.86324143033275
"3958"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"3959"	"hopQ"	-71.010277	-68.398829	5.222896	0.265181919446419
"3960"	"hopR"	-71.972372	-69.09836	5.748024	0.218772842257716
"3961"	"hopS"	-42.011965	-41.854229	0.315472	0.98879363824311
"3962"	"hopT"	-62.52055	-60.385876	4.269348	0.370779097379716
"3963"	"hopU"	-41.658934	-41.043923	1.230022	0.873131388476297
"3964"	"hopV"	-58.191609	-54.756996	6.869226	0.142962538943065
"3965"	"hopW"	-71.067845	-68.786234	4.563222	0.335116669827606
"3966"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"3967"	"hopY"	-37.707459	-37.590084	0.23475	0.99362757499717
"3968"	"hopZ"	-96.858463	-93.728312	6.260302	0.18053384137292
"3969"	"avrA"	-54.343394	-51.539723	5.607342	0.230453920644864
"3970"	"avrB"	-91.525608	-87.158245	8.734726	0.0680830991521399
"3971"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"3972"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"3973"	"avrPto"	-86.887975	-81.413314	10.949322	0.0271395081076467
"3974"	"avrRpm"	-80.74256	-78.985105	3.51491	0.475614870840619
"3975"	"avrRps4"	-76.409386	-73.466792	5.885188	0.207888143058583
"3976"	"avrRpt2"	-50.977588	-50.371864	1.211448	0.876210206752321
"3977"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"3978"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"3979"	"hopAB"	-86.238309	-78.588719	15.29918	0.00411927509456074
"3980"	"hopAD"	-39.664812	-39.434875	0.459874	0.977287842656844
"3981"	"hopAE"	-79.711518	-76.378266	6.666504	0.154596976396058
"3982"	"hopAF"	-100.815911	-101.539797	-1.447772	1
"3983"	"hopAG"	-66.818747	-64.56945	4.498594	0.342714227606813
"3984"	"hopAH"	-55.769689	-53.899978	3.739422	0.442418208059466
"3985"	"hopAI"	-60.369009	-58.108247	4.521524	0.340002914413731
"3986"	"hopAL"	-53.692517	-51.517491	4.350052	0.360699463408704
"3987"	"hopAM"	-52.902758	-51.799651	2.206214	0.697891784426044
"3988"	"hopAO"	-69.468744	-66.730749	5.47599	0.24184805338909
"3989"	"hopAQ"	-39.664812	-39.429886	0.469852	0.976368745662563
"3990"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"3991"	"hopAS"	-56.806437	-54.885205	3.842464	0.427745641812601
"3992"	"hopAT"	-77.775445	-75.740952	4.068986	0.396750110717727
"3993"	"hopAU"	-50.368036	-49.564406	1.60726	0.80748669631425
"3994"	"hopAV"	-67.008293	-64.478275	5.060036	0.28119271395718
"3995"	"hopAW"	-57.535763	-55.963766	3.143994	0.534024073256824
"3996"	"hopAX"	-48.062667	-47.240181	1.644972	0.800687538817992
"3997"	"hopAY"	-99.399526	-96.511822	5.775408	0.2165605166454
"3998"	"hopAZ"	-97.305653	-96.392071	1.827164	0.767508962837671
"3999"	"hopBA"	-56.758852	-55.319366	2.878972	0.57827910940222
"4000"	"hopBB"	-76.42517	-71.538106	9.774128	0.0444092899375947
"4001"	"hopBC"	-55.903204	-54.449161	2.908086	0.573322936824725
"4002"	"hopBD"	-75.964314	-72.729756	6.469116	0.166746756491378
"4003"	"hopBE"	-48.569207	-46.031555	5.075304	0.279657743044836
"4004"	"hopBF"	-84.05626	-69.080416	29.951688	5.0065366538092e-06
"4005"	"hopBG"	-39.624522	-39.170667	0.90771	0.923452097990146
"4006"	"hopBH"	-43.955988	-43.326171	1.259634	0.868186034849581
"4007"	"hopBI"	-55.395777	-54.068246	2.655062	0.617100766899847
"4008"	"hopBJ"	-35.096247	-34.909011	0.374472	0.984513091302836
"4009"	"hopBK"	-49.271546	-48.630112	1.282868	0.864275452713563
"4010"	"hopBL"	-56.57954	-54.601092	3.956896	0.411870771386476
"4011"	"hopB"	-58.450129	-57.274688	2.350882	0.671521263805484
"4012"	"hopC"	-57.268023	-55.119853	4.29634	0.367383628227008
"4013"	"hopD"	-72.281583	-69.547629	5.467908	0.242564827560375
"4014"	"hopE"	-63.300446	-62.992243	0.616406	0.961223275633599
"4015"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"4016"	"hopG"	-67.677583	-63.703412	7.948342	0.093488927099845
"4017"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"4018"	"hopI"	-46.891243	-45.931853	1.91878	0.750694275720689
"4019"	"hopK"	-39.664812	-39.432513	0.464598	0.97685459161157
"4020"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"4021"	"hopN"	-51.850712	-51.206194	1.289036	0.863232972454013
"4022"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"4023"	"hopQ"	-71.010277	-68.342882	5.33479	0.254637732893287
"4024"	"hopR"	-71.972372	-69.157315	5.630114	0.228526890158508
"4025"	"hopS"	-42.011965	-41.853939	0.316052	0.9887545396616
"4026"	"hopT"	-62.52055	-60.387587	4.265926	0.371211314423939
"4027"	"hopU"	-41.658934	-41.015446	1.286976	0.863581340349968
"4028"	"hopV"	-58.191609	-54.7607	6.861818	0.143373201861421
"4029"	"hopW"	-71.067845	-68.93643	4.26283	0.371602694524459
"4030"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"4031"	"hopY"	-37.656237	-37.623875	0.064724	0.999487512112736
"4032"	"hopZ"	-96.858463	-93.096046	7.524834	0.110619191027287
"4033"	"avrA"	-54.343394	-51.561294	5.5642	0.234143620500582
"4034"	"avrB"	-91.525608	-87.135437	8.780342	0.0668306220093703
"4035"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"4036"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"4037"	"avrPto"	-86.887975	-81.492599	10.790752	0.0290191079610472
"4038"	"avrRpm"	-80.74256	-78.980176	3.524768	0.47412232309073
"4039"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"4040"	"avrRpt2"	-50.977588	-50.368826	1.217524	0.875205064291413
"4041"	"hopA1"	-91.697977	-90.26539	2.865174	0.580635723967367
"4042"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"4043"	"hopAB"	-86.238309	-78.585075	15.306468	0.00410602087614174
"4044"	"hopAD"	-39.664812	-39.433195	0.463234	0.976980037255912
"4045"	"hopAE"	-79.711518	-76.378262	6.666512	0.154596500716398
"4046"	"hopAF"	-104.844268	-99.402258	10.88402	0.0278988615184072
"4047"	"hopAG"	-66.818747	-64.609809	4.417876	0.352396626209222
"4048"	"hopAH"	-55.769689	-53.884105	3.771168	0.437859719866332
"4049"	"hopAI"	-60.369009	-58.108163	4.521692	0.339983113396709
"4050"	"hopAL"	-53.692517	-51.671205	4.042624	0.40026805217748
"4051"	"hopAM"	-52.902758	-51.792533	2.22045	0.695287101436293
"4052"	"hopAO"	-69.468744	-66.739195	5.459098	0.243348261883665
"4053"	"hopAQ"	-39.664812	-39.435956	0.457712	0.97748498807314
"4054"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"4055"	"hopAS"	-56.806437	-54.928793	3.755288	0.440135741517776
"4056"	"hopAT"	-77.775445	-75.78167	3.98755	0.40769339614105
"4057"	"hopAU"	-50.36863	-49.567807	1.601646	0.808496266836746
"4058"	"hopAV"	-67.008293	-64.483474	5.049638	0.28224214322351
"4059"	"hopAW"	-57.535763	-55.973574	3.124378	0.537231043309685
"4060"	"hopAX"	-48.062667	-46.172411	3.780512	0.436524437358957
"4061"	"hopAY"	-99.399526	-96.500852	5.797348	0.214802236438342
"4062"	"hopAZ"	-97.305653	-96.274723	2.06186	0.724382157665872
"4063"	"hopBA"	-56.758852	-55.319875	2.877954	0.578452808729945
"4064"	"hopBB"	-76.42517	-71.478037	9.894266	0.0422469234615507
"4065"	"hopBC"	-55.903204	-54.451177	2.904054	0.57400798559817
"4066"	"hopBD"	-75.964314	-72.72486	6.478908	0.166124210794438
"4067"	"hopBE"	-48.56431	-46.088806	4.951008	0.292361421996079
"4068"	"hopBF"	-84.05626	-69.101555	29.90941	5.10673025720363e-06
"4069"	"hopBG"	-39.624522	-39.208388	0.832268	0.934070486330512
"4070"	"hopBH"	-43.955988	-43.315865	1.280246	0.864718065535268
"4071"	"hopBI"	-55.395777	-54.066664	2.658226	0.61654405961151
"4072"	"hopBJ"	-35.027171	-34.893721	0.2669	0.991849475946686
"4073"	"hopBK"	-49.271546	-48.638763	1.265566	0.867190087260906
"4074"	"hopBL"	-56.57954	-54.507651	4.143778	0.386897175290473
"4075"	"hopB"	-58.450129	-57.289871	2.320516	0.677036332232318
"4076"	"hopC"	-57.268023	-55.121436	4.293174	0.36778063222967
"4077"	"hopD"	-72.281583	-69.516586	5.529994	0.237105536432521
"4078"	"hopE"	-63.300446	-62.992241	0.61641	0.961222822718322
"4079"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"4080"	"hopG"	-67.677583	-65.614249	4.126668	0.389134539729428
"4081"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"4082"	"hopI"	-46.891243	-46.26626	1.249966	0.869805508467032
"4083"	"hopK"	-39.664812	-39.433644	0.462336	0.977062470635533
"4084"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"4085"	"hopN"	-51.850712	-51.206209	1.289006	0.863238047195251
"4086"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"4087"	"hopQ"	-71.010277	-68.339409	5.341736	0.253995214260155
"4088"	"hopR"	-71.972372	-69.101571	5.741602	0.219294536411948
"4089"	"hopS"	-42.011965	-41.854286	0.315358	0.988801316023846
"4090"	"hopT"	-62.52055	-60.390727	4.259646	0.372005534709737
"4091"	"hopU"	-41.658934	-40.996874	1.32412	0.857270132327253
"4092"	"hopV"	-58.191609	-54.788868	6.805482	0.146531669696332
"4093"	"hopW"	-71.067845	-68.71666	4.70237	0.319221204534188
"4094"	"hopX"	-105.17302	-104.577067	1.191906	0.879429435952242
"4095"	"hopY"	-37.625376	-37.63224	-0.013728	1
"4096"	"hopZ"	-96.858463	-93.719996	6.276934	0.179399239124122
"4097"	"avrA"	-54.343394	-51.633757	5.419274	0.246917014662162
"4098"	"avrB"	-91.525608	-87.141627	8.767962	0.0671683626212214
"4099"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"4100"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"4101"	"avrPto"	-86.887975	-81.55362	10.66871	0.0305507205804216
"4102"	"avrRpm"	-80.74256	-78.979741	3.525638	0.473990753571835
"4103"	"avrRps4"	-76.409386	-73.466807	5.885158	0.207890470460662
"4104"	"avrRpt2"	-50.977588	-50.362163	1.23085	0.87299371712186
"4105"	"hopA1"	-91.697977	-90.265389	2.865176	0.580635382022325
"4106"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"4107"	"hopAB"	-86.238309	-78.567026	15.342566	0.00404098728814779
"4108"	"hopAD"	-39.664812	-39.432864	0.463896	0.976919189192489
"4109"	"hopAE"	-79.711518	-76.378023	6.66699	0.154568081273866
"4110"	"hopAF"	-104.844268	-101.543136	6.602264	0.158459893406019
"4111"	"hopAG"	-66.818747	-64.549362	4.53877	0.337975082654607
"4112"	"hopAH"	-55.769689	-53.955005	3.629368	0.458482112798314
"4113"	"hopAI"	-60.369009	-58.108948	4.520122	0.340168194787326
"4114"	"hopAL"	-53.692517	-51.668316	4.048402	0.39949498156771
"4115"	"hopAM"	-52.902758	-51.783992	2.237532	0.692164139100086
"4116"	"hopAO"	-69.468744	-66.72772	5.482048	0.241311987380416
"4117"	"hopAQ"	-39.664812	-39.434871	0.459882	0.977287111835217
"4118"	"hopAR"	-72.990154	-66.985393	12.009522	0.0172805974892488
"4119"	"hopAS"	-56.806437	-54.92645	3.759974	0.439463233893357
"4120"	"hopAT"	-77.775445	-75.781226	3.988438	0.407572857698251
"4121"	"hopAU"	-50.368062	-49.517333	1.701458	0.790452759438353
"4122"	"hopAV"	-67.008293	-64.478064	5.060458	0.281150192758263
"4123"	"hopAW"	-57.535763	-55.973417	3.124692	0.5371796187128
"4124"	"hopAX"	-48.062667	-47.244498	1.636338	0.802246750671809
"4125"	"hopAY"	-99.399526	-96.501012	5.797028	0.214827790738533
"4126"	"hopAZ"	-97.305653	-96.272478	2.06635	0.723556683769654
"4127"	"hopBA"	-56.758852	-55.319345	2.879014	0.578271943604882
"4128"	"hopBB"	-76.42517	-71.515757	9.818826	0.0435926597701492
"4129"	"hopBC"	-55.903204	-54.449566	2.907276	0.573460523659064
